time,nb_alive,nb_infected,nb_healthy
0,100,10,90
1,100,10,90
2,100,10,90
3,100,10,90
4,100,10,90
5,100,10,90
6,100,10,90
7,100,10,90
8,100,10,90
9,100,10,90
10,100,10,90
11,100,10,90
12,100,10,90
13,100,10,90
14,100,10,90
15,100,10,90
16,100,10,90
17,100,10,90
18,100,10,90
19,100,10,90
20,100,10,90
21,100,10,90
22,100,10,90
23,100,10,90
24,100,10,90
25,100,10,90
26,100,10,90
27,100,10,90
28,100,10,90
29,100,10,90
30,100,10,90
31,100,10,90
32,100,10,90
33,100,10,90
34,100,10,90
35,100,10,90
36,100,10,90
37,100,10,90
38,100,10,90
39,100,10,90
40,100,10,90
41,100,10,90
42,100,10,90
43,100,10,90
44,100,10,90
45,100,10,90
46,100,10,90
47,100,10,90
48,100,10,90
49,100,10,90
50,100,11,89
51,100,11,89
52,100,11,89
53,100,11,89
54,100,11,89
55,100,11,89
56,100,11,89
57,100,11,89
58,100,12,88
59,100,12,88
60,100,12,88
61,100,12,88
62,100,12,88
63,100,12,88
64,100,12,88
65,100,12,88
66,100,12,88
67,100,12,88
68,100,12,88
69,100,12,88
70,100,12,88
71,100,12,88
72,100,12,88
73,100,12,88
74,100,12,88
75,100,12,88
76,100,12,88
77,100,12,88
78,100,12,88
79,100,12,88
80,100,12,88
81,100,12,88
82,100,12,88
83,100,12,88
84,100,12,88
85,100,12,88
86,100,12,88
87,100,12,88
88,100,12,88
89,100,12,88
90,100,12,88
91,100,12,88
92,100,12,88
93,100,12,88
94,100,12,88
95,100,12,88
96,100,12,88
97,100,12,88
98,100,12,88
99,100,12,88
100,100,12,88
101,100,12,88
102,100,12,88
103,100,12,88
104,100,12,88
105,100,12,88
106,100,12,88
107,100,12,88
108,100,12,88
109,100,12,88
110,100,12,88
111,100,12,88
112,100,12,88
113,100,12,88
114,100,12,88
115,100,12,88
116,100,12,88
117,100,12,88
118,100,12,88
119,100,12,88
120,100,12,88
121,100,12,88
122,100,12,88
123,100,12,88
124,100,12,88
125,100,12,88
126,100,12,88
127,100,12,88
128,100,12,88
129,100,12,88
130,100,12,88
131,100,12,88
132,100,12,88
133,100,12,88
134,100,11,89
135,100,11,89
136,100,11,89
137,100,11,89
138,100,11,89
139,100,11,89
140,100,11,89
141,100,11,89
142,100,11,89
143,100,11,89
144,100,11,89
145,100,11,89
146,100,11,89
147,100,11,89
148,100,11,89
149,100,11,89
150,100,11,89
151,100,11,89
152,100,11,89
153,100,11,89
154,100,11,89
155,100,11,89
156,100,11,89
157,100,11,89
158,100,11,89
159,100,11,89
160,100,11,89
161,100,11,89
162,100,11,89
163,100,11,89
164,100,11,89
165,100,11,89
166,100,11,89
167,100,11,89
168,100,12,88
169,100,12,88
170,100,12,88
171,100,12,88
172,100,12,88
173,100,12,88
174,100,12,88
175,100,12,88
176,100,12,88
177,100,12,88
178,100,12,88
179,100,12,88
180,100,12,88
181,100,12,88
182,100,12,88
183,100,12,88
184,100,12,88
185,100,12,88
186,100,12,88
187,100,13,87
188,100,13,87
189,100,13,87
190,100,13,87
191,100,13,87
192,100,13,87
193,100,13,87
194,100,13,87
195,100,13,87
196,100,13,87
197,100,13,87
198,100,13,87
199,100,13,87
200,100,13,87
201,100,13,87
202,100,13,87
203,100,13,87
204,100,13,87
205,100,13,87
206,100,13,87
207,100,14,86
208,100,14,86
209,100,14,86
210,100,14,86
211,100,14,86
212,100,14,86
213,100,14,86
214,100,14,86
215,100,14,86
216,100,14,86
217,100,14,86
218,100,14,86
219,100,14,86
220,100,14,86
221,100,14,86
222,100,14,86
223,100,14,86
224,100,14,86
225,100,14,86
226,100,14,86
227,100,14,86
228,100,14,86
229,100,14,86
230,100,15,85
231,100,15,85
232,100,15,85
233,100,15,85
234,100,15,85
235,100,15,85
236,100,14,86
237,100,14,86
238,100,15,85
239,100,15,85
240,100,15,85
241,100,15,85
242,100,15,85
243,100,15,85
244,100,15,85
245,100,15,85
246,100,15,85
247,100,15,85
248,100,15,85
249,100,15,85
250,100,15,85
251,100,15,85
252,100,15,85
253,100,15,85
254,100,15,85
255,100,15,85
256,100,15,85
257,100,15,85
258,100,15,85
259,100,15,85
260,100,15,85
261,100,15,85
262,100,15,85
263,100,15,85
264,100,15,85
265,100,15,85
266,100,15,85
267,100,15,85
268,100,15,85
269,100,15,85
270,100,15,85
271,100,15,85
272,100,15,85
273,100,15,85
274,100,15,85
275,100,15,85
276,100,15,85
277,100,15,85
278,100,15,85
279,100,15,85
280,100,15,85
281,100,15,85
282,100,15,85
283,100,15,85
284,100,15,85
285,100,15,85
286,100,15,85
287,100,15,85
288,100,15,85
289,100,15,85
290,100,15,85
291,100,15,85
292,100,15,85
293,100,15,85
294,100,15,85
295,100,15,85
296,100,15,85
297,100,15,85
298,100,15,85
299,100,15,85
300,100,15,85
301,100,15,85
302,100,15,85
303,100,15,85
304,100,15,85
305,100,16,84
306,100,16,84
307,100,16,84
308,100,16,84
309,100,16,84
310,100,16,84
311,100,16,84
312,100,16,84
313,100,16,84
314,100,16,84
315,100,16,84
316,100,16,84
317,100,16,84
318,100,16,84
319,100,17,83
320,100,17,83
321,100,16,84
322,100,16,84
323,100,16,84
324,100,16,84
325,100,16,84
326,100,16,84
327,100,16,84
328,100,16,84
329,100,16,84
330,100,16,84
331,100,16,84
332,100,16,84
333,100,16,84
334,100,16,84
335,100,16,84
336,100,16,84
337,100,16,84
338,100,16,84
339,100,16,84
340,100,16,84
341,100,16,84
342,100,16,84
343,100,16,84
344,100,16,84
345,100,16,84
346,100,16,84
347,100,16,84
348,100,16,84
349,100,16,84
350,100,16,84
351,100,16,84
352,100,16,84
353,100,16,84
354,100,16,84
355,100,16,84
356,100,16,84
357,100,16,84
358,100,16,84
359,100,16,84
360,100,16,84
361,100,16,84
362,100,16,84
363,100,17,83
364,100,17,83
365,100,16,84
366,100,16,84
367,100,16,84
368,100,16,84
369,100,16,84
370,100,16,84
371,100,16,84
372,100,16,84
373,100,16,84
374,100,15,85
375,100,15,85
376,100,15,85
377,100,15,85
378,100,15,85
379,100,15,85
380,100,15,85
381,100,15,85
382,100,15,85
383,100,15,85
384,100,15,85
385,100,15,85
386,100,15,85
387,100,15,85
388,100,15,85
389,100,15,85
390,100,15,85
391,100,15,85
392,100,15,85
393,100,15,85
394,100,15,85
395,100,15,85
396,100,15,85
397,100,15,85
398,100,15,85
399,100,15,85
400,100,15,85
401,100,15,85
402,100,15,85
403,100,15,85
404,100,15,85
405,100,17,83
406,100,17,83
407,100,17,83
408,100,17,83
409,100,17,83
410,100,17,83
411,100,17,83
412,100,17,83
413,100,17,83
414,100,17,83
415,100,17,83
416,100,17,83
417,100,17,83
418,100,17,83
419,100,17,83
420,100,17,83
421,100,17,83
422,100,17,83
423,100,17,83
424,100,17,83
425,100,17,83
426,100,17,83
427,100,17,83
428,100,17,83
429,100,17,83
430,100,17,83
431,100,17,83
432,100,17,83
433,100,17,83
434,100,17,83
435,100,17,83
436,100,17,83
437,100,17,83
438,100,17,83
439,100,17,83
440,100,17,83
441,100,17,83
442,100,17,83
443,100,17,83
444,100,17,83
445,100,17,83
446,100,17,83
447,100,17,83
448,100,17,83
449,100,17,83
450,100,17,83
451,100,17,83
452,100,17,83
453,100,17,83
454,100,17,83
455,100,17,83
456,100,17,83
457,100,17,83
458,100,17,83
459,100,17,83
460,100,17,83
461,100,17,83
462,100,17,83
463,100,17,83
464,100,17,83
465,100,17,83
466,100,17,83
467,100,17,83
468,100,17,83
469,100,17,83
470,100,17,83
471,100,17,83
472,100,17,83
473,100,17,83
474,100,17,83
475,100,17,83
476,100,17,83
477,100,17,83
478,100,17,83
479,100,17,83
480,100,17,83
481,100,17,83
482,100,17,83
483,100,17,83
484,100,17,83
485,100,17,83
486,100,17,83
487,100,17,83
488,100,17,83
489,100,17,83
490,100,17,83
491,100,17,83
492,100,17,83
493,100,17,83
494,100,17,83
495,100,17,83
496,100,17,83
497,100,17,83
498,100,17,83
499,100,17,83
500,100,17,83
501,100,17,83
502,100,17,83
503,100,17,83
504,100,17,83
505,100,17,83
506,100,17,83
507,100,17,83
508,100,17,83
509,100,17,83
510,100,17,83
511,100,17,83
512,100,17,83
513,100,17,83
514,100,17,83
515,100,17,83
516,100,17,83
517,100,17,83
518,100,17,83
519,100,17,83
520,100,17,83
521,100,17,83
522,100,17,83
523,100,17,83
524,100,17,83
525,100,17,83
526,100,18,82
527,100,18,82
528,100,18,82
529,100,18,82
530,100,18,82
531,100,18,82
532,100,18,82
533,100,18,82
534,100,18,82
535,100,18,82
536,100,18,82
537,100,18,82
538,100,18,82
539,100,18,82
540,100,18,82
541,100,18,82
542,100,17,83
543,100,17,83
544,100,17,83
545,100,17,83
546,100,17,83
547,100,17,83
548,100,17,83
549,100,17,83
550,100,17,83
551,100,17,83
552,100,17,83
553,100,17,83
554,100,17,83
555,100,17,83
556,100,17,83
557,100,17,83
558,100,17,83
559,100,16,84
560,100,16,84
561,100,16,84
562,100,16,84
563,100,16,84
564,100,16,84
565,100,16,84
566,100,16,84
567,100,16,84
568,100,16,84
569,100,16,84
570,100,16,84
571,100,16,84
572,100,16,84
573,100,16,84
574,100,16,84
575,100,16,84
576,100,16,84
577,100,16,84
578,100,16,84
579,100,16,84
580,100,16,84
581,100,16,84
582,100,16,84
583,100,16,84
584,100,16,84
585,100,16,84
586,100,16,84
587,100,16,84
588,100,16,84
589,100,16,84
590,100,16,84
591,100,16,84
592,100,16,84
593,100,16,84
594,100,16,84
595,100,16,84
596,100,15,85
597,100,15,85
598,100,15,85
599,100,15,85
600,100,15,85
601,100,15,85
602,100,15,85
603,100,15,85
604,100,15,85
605,100,15,85
606,100,15,85
607,100,15,85
608,100,15,85
609,100,15,85
610,100,15,85
611,100,15,85
612,100,15,85
613,100,15,85
614,100,15,85
615,100,15,85
616,100,15,85
617,100,15,85
618,100,15,85
619,100,15,85
620,100,15,85
621,100,15,85
622,100,15,85
623,100,15,85
624,100,15,85
625,100,15,85
626,100,15,85
627,100,15,85
628,100,15,85
629,100,15,85
630,100,15,85
631,100,15,85
632,100,15,85
633,100,15,85
634,100,15,85
635,100,16,84
636,100,16,84
637,100,16,84
638,100,16,84
639,100,16,84
640,100,16,84
641,100,16,84
642,100,16,84
643,100,16,84
644,100,16,84
645,100,16,84
646,100,16,84
647,100,16,84
648,100,16,84
649,100,16,84
650,100,16,84
651,100,16,84
652,100,16,84
653,100,16,84
654,100,16,84
655,100,16,84
656,100,16,84
657,100,16,84
658,100,16,84
659,100,16,84
660,100,16,84
661,100,16,84
662,100,16,84
663,100,16,84
664,100,16,84
665,100,16,84
666,100,16,84
667,100,16,84
668,100,16,84
669,100,16,84
670,100,16,84
671,100,16,84
672,100,16,84
673,100,16,84
674,100,16,84
675,100,16,84
676,100,16,84
677,100,16,84
678,100,16,84
679,100,17,83
680,100,17,83
681,100,17,83
682,100,17,83
683,100,17,83
684,100,17,83
685,100,17,83
686,100,17,83
687,100,17,83
688,100,17,83
689,100,17,83
690,100,17,83
691,100,17,83
692,100,17,83
693,100,17,83
694,100,17,83
695,100,17,83
696,100,17,83
697,100,17,83
698,100,17,83
699,100,17,83
700,100,17,83
701,100,17,83
702,100,17,83
703,100,17,83
704,100,17,83
705,100,17,83
706,100,17,83
707,100,17,83
708,100,17,83
709,100,17,83
710,100,16,84
711,100,16,84
712,100,16,84
713,100,16,84
714,100,16,84
715,100,16,84
716,100,16,84
717,100,16,84
718,100,16,84
719,100,16,84
720,100,16,84
721,100,16,84
722,100,16,84
723,100,16,84
724,100,16,84
725,100,16,84
726,100,16,84
727,100,16,84
728,100,16,84
729,100,16,84
730,100,15,85
731,100,15,85
732,100,15,85
733,100,15,85
734,100,15,85
735,100,15,85
736,100,15,85
737,100,15,85
738,100,15,85
739,100,15,85
740,100,15,85
741,100,15,85
742,100,15,85
743,100,15,85
744,100,15,85
745,100,15,85
746,100,14,86
747,100,14,86
748,100,14,86
749,100,14,86
750,100,14,86
751,100,14,86
752,100,14,86
753,100,14,86
754,100,14,86
755,100,14,86
756,100,14,86
757,100,14,86
758,100,14,86
759,100,14,86
760,100,14,86
761,100,14,86
762,100,14,86
763,100,14,86
764,100,14,86
765,100,14,86
766,100,14,86
767,100,14,86
768,100,14,86
769,100,14,86
770,100,14,86
771,100,14,86
772,100,14,86
773,100,14,86
774,100,14,86
775,100,14,86
776,100,14,86
777,100,14,86
778,100,14,86
779,100,14,86
780,100,14,86
781,100,14,86
782,100,14,86
783,100,14,86
784,100,14,86
785,100,14,86
786,100,14,86
787,100,14,86
788,100,14,86
789,100,14,86
790,100,14,86
791,100,14,86
792,100,15,85
793,100,15,85
794,100,15,85
795,100,15,85
796,100,15,85
797,100,15,85
798,100,15,85
799,100,15,85
800,100,15,85
801,100,15,85
802,100,15,85
803,100,15,85
804,100,15,85
805,100,14,86
806,100,14,86
807,100,14,86
808,100,14,86
809,100,14,86
810,100,14,86
811,100,14,86
812,100,14,86
813,100,14,86
814,100,14,86
815,100,14,86
816,100,14,86
817,100,14,86
818,100,14,86
819,100,14,86
820,100,14,86
821,100,14,86
822,100,14,86
823,100,14,86
824,100,14,86
825,100,14,86
826,100,14,86
827,100,14,86
828,100,14,86
829,100,14,86
830,100,14,86
831,100,14,86
832,100,14,86
833,100,14,86
834,100,14,86
835,100,14,86
836,100,14,86
837,100,14,86
838,100,14,86
839,100,14,86
840,100,14,86
841,100,14,86
842,100,14,86
843,100,14,86
844,100,14,86
845,100,14,86
846,100,14,86
847,100,14,86
848,100,14,86
849,100,14,86
850,100,14,86
851,100,14,86
852,100,14,86
853,100,14,86
854,100,14,86
855,100,14,86
856,100,14,86
857,100,14,86
858,100,14,86
859,100,14,86
860,100,15,85
861,100,15,85
862,100,15,85
863,100,15,85
864,100,15,85
865,100,15,85
866,100,15,85
867,100,15,85
868,100,15,85
869,100,15,85
870,100,15,85
871,100,16,84
872,100,16,84
873,100,16,84
874,100,16,84
875,100,16,84
876,100,16,84
877,100,16,84
878,100,15,85
879,100,15,85
880,100,15,85
881,100,15,85
882,100,15,85
883,100,15,85
884,100,15,85
885,100,15,85
886,100,15,85
887,100,15,85
888,100,15,85
889,100,15,85
890,100,15,85
891,100,15,85
892,100,15,85
893,100,15,85
894,100,15,85
895,100,15,85
896,100,15,85
897,100,15,85
898,100,15,85
899,100,15,85
900,100,15,85
901,100,15,85
902,100,15,85
903,100,15,85
904,100,15,85
905,100,15,85
906,100,15,85
907,100,15,85
908,100,15,85
909,100,15,85
910,100,15,85
911,100,15,85
912,100,15,85
913,100,15,85
914,100,15,85
915,100,15,85
916,100,15,85
917,100,15,85
918,100,15,85
919,100,15,85
920,100,15,85
921,100,15,85
922,100,15,85
923,100,15,85
924,100,15,85
925,100,15,85
926,100,15,85
927,100,15,85
928,100,15,85
929,100,15,85
930,100,15,85
931,100,15,85
932,100,15,85
933,100,15,85
934,100,15,85
935,100,15,85
936,100,15,85
937,100,15,85
938,100,15,85
939,100,14,86
940,100,14,86
941,100,14,86
942,100,14,86
943,100,14,86
944,100,14,86
945,100,14,86
946,100,14,86
947,100,14,86
948,100,14,86
949,100,14,86
950,100,14,86
951,100,14,86
952,100,14,86
953,100,14,86
954,100,13,87
955,100,14,86
956,100,14,86
957,100,14,86
958,100,14,86
959,100,14,86
960,100,14,86
961,100,14,86
962,100,14,86
963,100,14,86
964,100,14,86
965,100,14,86
966,100,14,86
967,100,14,86
968,100,14,86
